text,label,source
"The immigration bill includes free Obamacars, motorcycles or scooters.",0,LIAR
We gave every public employee in the state the freedom to choose whether or not they want to be in a union.,0,LIAR
Hydrogen sulfide . . . [was] used in the genocide of Jews in Germany.,0,LIAR
Said Republicans made historic gains in state legislatures during last months election,1,LIAR
"In the late 1980s, the U.S. was nearly the lowest-taxed nation in the world, and a quarter century later were nearly the highest.",0,LIAR
Every Florida teacher gets a pay raise.,1,LIAR
Says Hillary Clintons plan is going to raise taxes and even double your taxes.,0,LIAR
President Barack Obama took exactly none of his own deficit reduction commissions ideas. Not one.,0,LIAR
Were 49th in the United States in new businesses created.,1,LIAR
We have $60 billion in 2010 in Medicare fraud.,1,LIAR
"Right now, 50 percent of Florida students leaving high school cannot read at grade level.",1,LIAR
"This hotel is absolutely beautiful. I is elegant, comfortable and a very relaxing stay. It was easy to get to the airport and very close to shopping. I felt like a king in a castle surrounded by luxury and beauty. I would recommend this hotel to anyone. 
",1,Spam
The unemployment rate among blacks in Texas is 9.5% -- far more than double white unemployment -- and wages have fallen for black workers in Texas since 2000.,1,LIAR
"I had my wedding ceremony and reception at the Sofitel. It seems as though I had the same experience as 'Judy L.' I read her review and thought 'that's exactly what happened to me!' Here's what happened: The good news: The actual event was great. Most notably, the food was absolutely incredible; I think almost every one of our guests has raved to us about the food. The same goes for the cake, which was made by Take the Cake. The service by the waiters and other staff was also very good. The bad news: Michelle, the Director of Catering, honestly made my wedding planning process a nightmare. While we were negotiating the contract, she promptly responded to my emails and phone calls; after the contract was signed, it was a constant struggle to get in touch with her to get my questions answered, to schedule the tasting, etc. She frequently took over a week to respond to a simple email, and she occasionally never returned my email or phone call until I called her a second or third time. I assumed things would get better within the month--or even the week--prior to my wedding, but they actually got even worse. Michelle just could not get it together, and if it weren't for my wedding coordinator's assistance in forcing her to finally get things right, I don't know what would have happened. Thus, if it weren't for Michelle's inability to do her job, I would have had a great experience. But, as it is, when I think back about my experience with the Sofitel, I unfortunately have very negative thoughts. And that's incredibly disappointing, considering it was a major part of the best night of my life.
",1,Spam
Said he opposed every budget Republican and Democrat.,1,LIAR
"If the United States moves ahead by itself (on cap-and-trade)... after 30 or 40 years, were going to reduce CO2 by less than 1 percent.",1,LIAR
"New York State has been horribly, horribly hurt by NAFTA",0,LIAR
Says under the new health care law the patient-doctor relationship will be eliminated.,0,LIAR
Bill Nelson actually voted in favor of higher taxes 272 times.,0,LIAR
People committed involuntarily for 72 hours under the Baker Act will get their guns back automatically and immediately upon discharge....and their commitment is never entered into a background check database.,1,LIAR
Says Patrick Murphy is the only candidate to have voted against every measure to fund Zika.,0,LIAR
"Says Rep. Tammy Duckworth has been a staunch supporter of expanding the spending, size and reach of the IRS.",0,LIAR
"America has lost nearlyone third of its manufacturing jobs since 1997, following the enactment of disastrous trade deals supported by Bill and Hillary Clinton.",1,LIAR
"We choose to stay at the hotel due to the high rooftop ratings at the hotel. Not only is the rooftop terrace on the 5th floor, but it was occuppied with private corporate events for the entire duration of our stay. We did - as recommended - have a drink indoors only to be highly insulted by their bartender there. There is no breakfast buffet - you order a la carte. Keep that in mind when paying extra for breakfast and internet. Also note that the minibar is empty on arrival - we were only told on departure that we would have needed to call reception to order. We have stayed at the Omni before and it as a much better experience. I dont recommend spending so much for a mediocre hotel.
",1,Spam
The academic achievements of our student-athletes are mentioned in the same breath and spirit as Notre Dame and Stanford.,0,LIAR
One third of all federal prisoners today are illegal immigrants.,0,LIAR
On in-state tuition for illegal immigrants.,0,LIAR
The National Park Service has an annual budget that is less than the city of Austin.,1,LIAR
One of the biggest polluters in our country is the Milwaukee Metropolitan Sewerage District.,0,LIAR
"Having had a great stay at the Monaco last Fall with friends, I was disappointed (initially) to arrive on Saturday with husband and find that they didn't have our Quikbook made reservation in their system and they had no rooms available for Sat. eve. BUT they immediately took responsibility for their mistake by doing the following: found us a nice room at the neighboring Swissotel and paid for it! Gave us cab fare to get the 4 blocks over there. Paid for our valet parking $33 that eve. So naturally when they asked if we were interested in returning for Sunday eve (when they did have room), we said yes. When we returned, they gave us a corner suite with jacuzzi tub for our $139 quikbook rate! Now that's what I call a recovery!! 
",1,Spam
Says Donald Trump games the U.S. visa system so he can hire temporary foreign workers at low wages.,1,LIAR
"[E]mployment in Gwinnett is up more than 3 percent over last year, and unemployment is the lowest of the five core metro counties.",1,LIAR
Says he lived up to a 2008 promise when he closed corporate tax loopholes that were sending profits overseas.,1,LIAR
"My experience at the Amalfi Hotel in Chicago was not very pleasant. When we first arrived at the hotel we were greeted by our 'Experience Designer' who was not the friendliest of people. Also, me and my husband tossed and turned all night on their very uncomfortable bed. For the price, I would have expected a more luxurious experience.
",1,Spam
"I loved this hotel - fabulous old building but with first class modern amenities. Great location, as it's so close to both lakeshore and city. Chicago is such a walkable city, so this was a superb base. The staff were just lovely - so very friendly and efficient. The room was wonderful - very, very comfortable and exceptionally clean. Great chair. Great coffee. Lovely bathroom with a huge, absolutely fantastic shower. It was also extremely quiet. That, and the best bed ever, meant I slept so well and since I was there for a week, that was very important to me. Yummy martinis at the Martini Bar. I will most definitley be back! 
",1,Spam
On calling Supreme Court nominee Sonia Sotomayor a racist.,0,LIAR
"A majority of Americans since Harry Truman days support single-payer health insurance, or full Medicare for all.",0,LIAR
"300,000 Floridians will lose their current health plans because of Obamacare, a plan Alex Sink supports.",1,LIAR
"As I sit here in my 14th floor room at the hotel Allegro, I listen to the conversation between husband and wife in the room on my left. She seems to have a cough today. In the room on my right, someone seems to use the restroom quite a bit. I hear the water running and the toilet flushing. I also hear footsteps in the room upstairs. Even roadside motels have better insulation between the rooms. I've stayed in about a dozen Kimpton hotels and this is by far the worst. The room is dirty - the carpet covered in spots and stains, the curtains with a large brown stain (I don't want to guess what it is), paint peeling, rips in the wallpaper. The decor is a bit garish, with Pepto-Bismol covered walls, green and yellow pillows and the filthy brown and white carpet. The size of the room is fine and the bed comfortable, but I'm so glad I had earplugs to avoid listening to others' toilets flushing all night. The location is good for downtown theaters or business. Only three elevators serve this 17+ storey building and they run very slowly. Chicago has many nice hotel options -- many I've enjoyed quite a bit. Unfortunately this is not one of them, and even more unfortunate for me: I'm stuck here for two more nights. I was looking forward to staying here because most Kimptons are hip, comfortable and attractive. This is not.
",1,Spam
Says Attorney General Loretta Lynch was a member of Bill Clintons defense team during the 1992 Whitewater corruption probe.,0,LIAR
"Says over the last 48 years, every governor at the midterm of his first term or her first term has lost seats in the Legislature, with the exception of Jim McGreevey in 2003.",1,LIAR
Says his tax plan wouldnt leave the federal government with a $1.1 trillion hole.,0,LIAR
The non-profit groupFeeding America is lying when it claimsthat one in five kids is fighting starvation daily in the United States.,0,LIAR
"Almost 100,000 people left Puerto Rico last year.",1,LIAR
"How about this had reservation confirmation in hand and still had to argue with the registration desk about price on reservation. She tried to charge me price on bill they slide under your door. Sorry not on my watch! Then about this room you gave me I understand this place is old but for the price you charge how about some indoor plumbing! You take a shower and the tub fills with water will not drain this is absolutely redickulas for this being a Hilton I think you should step back and take a look at how this place is operating. Registration: Fail Parking price: Fail Plumbing: Fail Thank you Hilton for for my super 8 experience in Chicago.
",1,Spam
"The Hard Rock is glossy and sexy, but an absolutely fantastic hotel.... I was in town for business and stayed here because of it's location, but I absolutely understand why tourists would like it...right on the river, cool art deco building and Millenium Park is just down the street. Regardless- the room was clean, the staff was friendly, but NOT annoying and the bar was fun. I was comfortable having a couple of drinks alone at the end of the day - they were GOOD! I'll definitely try it again! 
",1,Spam
Says Gov. Pat McCrory tried to cut education funding to its lowest budget share in over 30 years.,1,LIAR
My husband has not withheld a single document.,1,LIAR
"Understand, this is unemployment insurance. Its not welfare, as a lot of my Republican colleagues like to suggest it is. You pay into it when youre working. You get help when youre not.",1,LIAR
Says about 25 Texas cities and 39 states have banned texting while driving.,1,LIAR
"The amount of debt is on pace to double in five years and triple in 10. The federal debt is now over $100,000 per household.",1,LIAR
"Every day, a black name resume is 50 percent less likely to get responded to than a white nameresume.",1,LIAR
"Cuba wants to let the Chinese drill in some of the very parts of the gulf that American producers are currently forbidden to touch, as close as 45 miles off the Florida coast.",1,LIAR
On same-sex marriage,0,LIAR
PolitiFact Oregon gave Rob Cornilles a Pants on Fire for a claim about taxes and fees.,0,LIAR
Ninety percent of American workers dont own their own business.,1,LIAR
Any Republican that has led for two months and led every state has won the GOP nomination.,1,LIAR
Dave Aronberg was the first to demand that BP create a billion-dollar fund to pay for the devastation.,1,LIAR
Just about half of rural hospitals operate in the red in Virginia. They operate at a loss.,1,LIAR
"Loranne Ausleys a financial train wreck for taxpayers -- pushing gas taxes, property taxes, taxes on seniors.",0,LIAR
"The average kid comes out of Virginia colleges with about $25,000-plus in debt.",1,LIAR
A Waushara County school closed because of state budget cuts supported by Republican Wisconsin state Sen. Luther Olsen.,1,LIAR
"The original compromise for the Confederate battle flag in South Carolina was to put it on the back side of the statehouse, out of public view so it would not have any appearance of sovereignty.",1,LIAR
The only years that anybodys ever seen of Donald Trumps tax returns showed he didnt pay any federal income tax.,0,LIAR
"Gwinnett Medical Center is operating in the negative, in part, because of illegal immigrants.",1,LIAR
"When Jeb (Bush) was governor, his first four years as governor, his Medicaid program grew twice as fast as mine.",1,LIAR
"For decades before I was elected, governors tried and failed to get Minnesota out of the top 10 highest-taxed states in the country. I actually did it.",1,LIAR
"Having traveled to Chicago on business once before, I was looking forward to spending some vacation time in the city and wanted to have the best accommodations for my trip. After some research, I decided that the Palmer House Hilton sounded like the perfect place to stay. And, in a way, it was perfect -- perfectly awful. After reading some positive reviews and checking out the hotel's website, I was expecting a luxury room that was a notch above the ordinary. However, my standard guest room, which the hotel's website describes as 'deluxe,' was very bland and generic and reminded me of rooms I had stayed in at budget chain hotels, not pricier historic hotels, such as this one. The carpeting looked dingy, so I had to wear shoes or slippers any time I walked on it and there was a gap in the curtains that made it impossible to block out the sunlight in the morning -- or the horrendous view of a brick wall that I had from my window. In addition, the sink in the bathroom dripped constantly and was an annoyance all night long. Everything cost extra, including the gym, the pool and the spa, and the restaurant prices were outrageous. This hotel is overpriced, overrated and definitely subpar. I wouldn't recommend it to my worst enemy.
",1,Spam
We have doubled the distance our cars will go on a gallon of gas.,0,LIAR
Female students at UVA have a 20 percent chance of being sexually assaulted.,0,LIAR
Senate Democrats who left the state for weeks to delay a vote on union bargaining power exercised a Wisconsin filibuster provided by the states constitution.,0,LIAR
"One of the most troubling aspects of the Rubio-Schumer Gang of Eight bill was that it gave President Obama blanket authority to admit refugees, including Syrian refugees, without mandating any background checks whatsoever.",0,LIAR
"At this particular point in time, looking at the field, theres only one individual thats ever had the uniform of his country onand thats me.",1,LIAR
"Well, you know, the Teamsters wanted to drill in Alaska. I voted against drilling in Alaska. So it's not like I'm a slam dunk on every issue.",1,LIAR
Says Matt Bevin has repeatedly failed to pay his taxes.,0,LIAR
Federal regulations required the changes to Georgias drivers license renewal process.,1,LIAR
Thousands (in China) owe their jobs to Mitt Romneys companies.,1,LIAR
On tax breaks for businesses,1,LIAR
Crime is down in Arizona.,1,LIAR
"Says in Chicago, we take more guns off the streets than New York or L.A.",1,LIAR
When New York Gov. Eliot Spitzer wanted to provide drivers licenses to those who are undocumented. (Hillary Clinton) said dont do it.,1,LIAR
"Stayed for a week last month. Can't beat the location - close to the Magnificent Mile, Attractions, Tours, Great Restaurants & Night Life. Have spent a lot of nights in other Homewood suites hotels and other suite hotels. Thought the room was ok, not great. Overpriced in my opinion. Found staff to be uninterested and not very helpful. Had to wait in the lobby on the 6th floor for room to be ready and the front desk staff could care less. Watched during the week as other guests were made to wait as well. Breakfast was the same stuff day after day. As the week went on, they actually started to run out of the more popular food items and these were not replenished (weekly delivery I guess). Also, the room was was so busy that the staff made people wait for a table and treated you as you were waiting for a 5 star restaurant. Travel for work (sales) and frequently stay in hotels. Travel with family every year and also stay in hotels. This is roughing it for me...not a camper. Would come to Chicago again, but would not stay here. There are too many other options worth investigating.
",1,Spam
Says Amanda Fritz manages less than 5 percent of city operations.,1,LIAR
On adoption by gay couples,0,LIAR
"I don't know how this hotel ever got such high ratings from others. This hotel was for me: over priced, fingerprints on the walls, stains in the bathroom, funky loud people in the hallway early in the morning, parking/valet was time consuming, and same thing with the elevator. The back to the 1960's furniture is not for me, and what about the breakfast? Better to skip their protein-less stuff they had to offer. Oh sure it is a Hilton, woopee! You pay for the privilege of sleeping there. Saw a couple of bed bugs, but took a shower in the morning, and they seemed to wash away. I won't be back to Hilton Homewood Suites again. I'd rather stay somewhere outside the city to save money. Think that I'll be happier as well.
",1,Spam
"Portland, Ore., has never gotten over 12 to 15 percent ridership of its public transit system in the past 12 years.",1,LIAR
We didnt go out and take information from the Hillary Clinton campaign.,0,LIAR
"Don't stay here! My family and I stayed here for a weekend trip. The staff were rude and acted like we were bothering them. The rooms looked nice in photographs but when we got there our room looked like it hadn't been dusted in ages. Overall bad service and not worth the money.
",1,Spam
On bringing casino gambling and other gaming to Georgia,1,LIAR
One of the most recent polls said 75 percent of the American people have said either don't do anything or start over (on health care reform).,1,LIAR
"Of the states that have a lieutenant governor, many are currently discussing the need for such an obsolete office.",0,LIAR
Says Patrick Murphy was named one of Americas least effective congressmen.,0,LIAR
"The fact is, over 2.4 million jobs have been lost since the Stimulus bill was signed into law in February of 2009.",1,LIAR
"I don’t take kindly to many things he does, um, and we’re really not very compatible. Um, we don’t have anything in common really and, uh, when I think of Bailey I, I, a lot of negative things come to mind. Um, he really doesn’t get along well with his family, he, uh, he disrespects women. Um, he had a girlfriend, a long-term girlfriend, that he continued to cheat on and, uh, it’s just things that if people saw me with Bailey they would, they would judge me as well. Um, you know, I wouldn’t want to get that reputation from somebody else so I, I really try to, you know, disassociate myself.",0,MU3D
"I just came back from this awesome, terrific hotel last week, and I have to say-- I loved it! My wife and I were there for a week due to a business meeting, and right when I stepped into the hotel, I knew that this business vacation will be well spent. The customer service was very great, and an employee even guided us toward our room! We were introduced to a fantastically lit room with 2 beds, a flat screen TV, and even free internet access. My wife loved it, and kept on using the free shampoo and body bath soap. When I headed down to the lobby for my conference, I got lost, and asked one of the people who worked there where my meeting might be held. He leaded me to the door, and I was very impressed. There is a fitness center which I went everyday, and this great restaurant called C-House situated nicely next to the hotel lobby, where I had a nice steak and my wife a salad. All in all, I thought that the trip was really worth it, and my stay was very welcoming at the Affinia Chicago. I highly recommend that whenever you visit Chicago you should stay there, you will not regret it. 
",1,Spam
I won the majority of the Republican vote in both New Hampshire and South Carolina.,0,LIAR
"Says that under his tax plan, no matter where you are in the stratosphere, youre going to be getting a tax cut.",0,LIAR
The health care reform plan being proposed in Congress would mean big tax increases.,1,LIAR
Was Martha Kanter dispatched to Corvallis with $17 million in stimulus money to save Craig Robinsons job?,0,LIAR
North Korea is telling its people that their mens national team is in the World Cup final.,0,LIAR
"Under Republican Chris Christie, New Jersey had the highest increase in unemployment in the country last year. Nearly 1 in 10 jobless. The worst unemployment in the region. Near the bottom in economic growth, yet Christie protected a tax cut for millionaires but vetoed a minimum wage hike.",1,LIAR
AARP is endorsing the health care reform bill.,0,LIAR
"Contrary to popular belief, we actually dont have that many public employeesWe are well below average in the number of public employees.",1,LIAR
Says he and his running mate are the only candidates that do believe in free trade.,1,LIAR
"My wife and I just spent 3 nights at The Talbott. The room was spacious, comfortable and well-appointed. The hotel is quiet although there is some construction nearby. Linens and towels first-class. Free Wi-Fi in the room. The location is terrific, just one block to Michigan Avenue. We will stay here on future visits. 
",1,Spam
We have 25 million Americans out of work.,1,LIAR
"Kohls Department Stores in 2012 announced the creation of 3,000 new jobs.",1,LIAR
Lincoln Chafee voted with President George W. Bush and the conservative leadership 76% of the time.,0,LIAR
"We are dealing with an administration that, quite frankly, has shown a reluctance to enforce the immigration law.",1,LIAR
"My roommate is a really good person. She’s very sweet. She’s honest with me and I can appreciate that, um, she makes me laugh a lot. Very funny. Always has a joke always very sassy and. Um has good comedic timing. Um she’s also very (sigh), she’s very sweet like I said. Um, she is important part in my life. Uh. She’s the first person I met when I got here and we’ve been best friends ever since. She’s really a great person. I enjoy hanging out with her a lot.",1,MU3D
What is the proper collective noun for a group of baboons? Believe it or not . . . a Congress!,0,LIAR
Says black women are fastest-growing demographic group in ... Texas seeking concealed handgun licenses.,1,LIAR
There are more words in the IRS code than there are in the Bible.,1,LIAR
"I watched in Jersey City, N.J., where thousands and thousands of people were cheering as the World Trade Center collapsed.",0,LIAR
Slavery is still allowable under Wisconsin law as long as its a punishment for a crime.,1,LIAR
About 30 percent of those released from Guantanamo have re-entered the fight.,0,LIAR
"The Omni Chicago Hotel was a delight to stay in. The second you step into the place, it takes your breath away. It's very modern with an antique twist. The rooms are spacious and comfortable. They are clean. Every member of the staff was courteous and polite. Proud of their place of work. Happy to be there. You don't often see that. The room service was phenomenal. Visiting Chicago was amazing, and staying at the Omni Hotel made my visit that much better. The luxurious pools were an added plus as well. I also enjoyed the gym facilities. I will definitely be staying at the Omni Hotel on my next visit. 
",1,Spam
"NAFTA, signed by Bill Clinton, has been a disaster for Pennsylvania.",0,LIAR
"Will not stay here again. We were here pre-construction so didn't have the noise problems that others are now experiencing. But room and service quality were so poor that we will not return. Our suite was large enough, but it was dirty, dated and worn. The bed linens were stained and the bathroom did not appear to have been cleaned properly. Public hall areas had room service trays sitting for two days, disgusting. We (politely) requested housekeeping to touch up our room and pick up trays and they never showed. We had paid for the King Tut Package, which was supposed to include tickets to the exhibit. They had no record of this and didn't honor it. Of course, the exhibit was sold out, so our main reason for visiting Chicago was ruined as we weren't able to see this part of the Field museum. My (also polite) letter to Hilton and the manager was never acknowledged. Very very disappointed in this property and am now avoiding Hilton in general when possible.
",1,Spam
"In its current state, this bill is the most restrictive voter ID legislation in the nation.",1,LIAR
"The InterContinental Chicago hotel terrible. First of all, the continental breakfast was a joke. The food was unhealthy and unsatisfactory. After our first night, we expected the maid to come clean up our room. We came back from site-seeing to find that our room was in the same condition we left it in. I will never go back to this hotel again.
",1,Spam
"In 2012, the state put together a list of over 100,000 people that they thought were ineligible to vote. Came out there were less than 10.",0,LIAR
Says David Jolly supports privatizing Social Security.,0,LIAR
"This hotel is a shambles-furniture literally falling apart and a staff that is both rude and uninformed, nevermind the lack of security and the absence of the so-called amenities. The 'fitness center' is an oversized closet! We were appalled during our stay! Truly anticipated 'warm, Irish hospitality' and short of a barman, no one was Irish, warm or hospitable! Manager was unresponsive to our needs and front desk attendent was incredibly rude when we made a simple request. Her manager (?) refused to come out of the office when she called to ask them to speak with us. Room was pretty at first glance but when dresser drawers fell out and the major construction of the hospital next door began at 7:30am it is not the kind of experience anyone could tolerate. To call this a Red Roof Inn would be an insult to RRI! The manager that finally called us back was soooo fake and insincere that we would have prefered no call at all. The only thing they have going for them is the location but its not worth the trade-off.
",1,Spam
Says Gov. Scott Walker has been rated Americas most factually-challenged politician.,0,LIAR
Coca-Colas CEO said he finds it easier to do work in China than in the United States.,1,LIAR
Says rejecting federal aid to expand Medicaid in Texas will send $9 billion in federal taxes paid by Texans to other states to insure their working poor.,0,LIAR
"According to the state of Florida, you are almost twice as likely to be attacked by an alligator than by someone who happens to carry a conceal-and-carry permit.",0,LIAR
"The Baucus health care bill would require taxes on medical devices such as X-ray machines, female condoms, HIV tests and surgical needles.",1,LIAR
"As Bernie Sanders said, Hillary Clinton voted for virtually every trade agreement that has cost the workers of this country millions, millions of jobs.",1,LIAR
"In 2008, only 54 percent of Latinos in Texas were registered to vote and only 35 percent actually turned out.",1,LIAR
By registration fewer than 20 percent of Florida voters are Independents.,1,LIAR
Expanding Medicaid would create 63k jobs.,1,LIAR
Christmas trees are grown in all 50 States.,1,LIAR
Says Rep. Jim Renacci was trying to leave town for the holidays without extending your payroll tax cut.,0,LIAR
Says George LeMieux falsely attacked Marco Rubio.,1,LIAR
Senator Jeff Plale saved my job -- and some 300 others at Bucyrus International.,0,LIAR
"Under the Espionage Act, (Edward Snowden would not be) allowed to come into court and say I was justified in disclosing this information. There is no whistleblower exception in the Espionage Act.",1,LIAR
Figures cited by Gov. Scott Walker are not commonly used to measure job creation.,1,LIAR
"The people who want President Barack Obama impeached are all white, theyre all older, and guess what, theyre in the far right wing of the Republican Party.",1,LIAR
"Says if you are on your bike in a crosswalk, all you have to do is dip your wheel into the road and cars must legally stop.",1,LIAR
"My family and I stayed at the Sheraton Chicago Hotel and Towers with the belief our stay would be a 5 star experience. That was the farthest thing from the truth. The staff was very rude and unhelpful. The hotel is so large that you will get lost if you dont have the help of the staff. Once we did find our room our card would not get us in and we had to start all over. So overall it took over an hour just to get us in a room. As we entered the room we noticed a foul smell that we just overlooked because we were happy to just finally be able to rest. My wife went to the bathroom, and to our amazement there was what appeared to be dog hair all over the tub and tile floor. That was just the beginning of our bad stay. After being in the room for about 30 minutes, there was a knock at the door that just happened to be the Chicago police. There was a report of the smell of marijuana coming from the room! My family was put through a series of embarrasing questions and actually had our luggage and personal belongings searched. There was a small amount of marijuana found in the drawer of the dresser that we never touched. Come to find out after video surveillance, the cleaning lady was arrested for possession of marijuana. Needless to say, our stay at the Sheraton Chicago Hotel and Towers was the worst part of our vacation and I would not recommend anyone to stay at this place.
",1,Spam
"In her nearly decade and (a) half in Congress, Tammy Baldwin has sponsored 105 bills. Only three have been enacted into law.",1,LIAR
Says Allen West violatedfederal law by scuba diving with U.S. flag.,0,LIAR
Tallahassee is the ninth-rainiest (city) in the nation.,1,LIAR
Says Barack Obamas administration has admitted that money from its Iran nuclear deal would go directly to terrorism.,1,LIAR
"During his tenure in Washington and in the Illinois State Senate, Barack Obama has accumulated a record of bipartisan success.",1,LIAR
SaysDonald Trump called pregnant employees an inconvenience.,1,LIAR
"The Palmer House Hilton, while it looks good in pictures, and the outside, is actually a disaster of a hotel. When I went through, the lobby was dirty, my room hadn't been cleaned, and smelled thoroughly of smoke. When I requested more pillows, the lady on the phone scoffed at me and said she'd send them up. It took over an hour for 2 pillows. This hotel is a good example that what you pay for isn't always what you get. I will not be returning.
",1,Spam
"Pope Francis uses a modest compact car to get around, while Creflo Dollar drives an expensive sports car.",0,LIAR
Latinos now make up the majority population in Texas.,0,LIAR
You will learn more about Donald Trump by going down to the Federal Elections to see the financial disclosure form than by looking at tax returns.,0,LIAR
We have invested record funding in protecting our environment.,0,LIAR
We have more women living in poverty in this state than almost anywhere else.,1,LIAR
On protecting Social Security benefits and changing the retirement age.,0,LIAR
China holds 26 percent of the U.S. debt.,0,LIAR
Says Carlos Beruff supported (Charlie) Crist even after he switched parties.,1,LIAR
"Says the one person (Donald Trump)has suggested that would make a good justice is his sister, who is a court of appeals judge appointed by Bill Clinton. She is a hardcore pro-abortion liberal judge.",0,LIAR
Says opponent Ted Cruz has not led businesses.,1,LIAR
"Says the Constitution specifically states the Congress shall write legislation for immigration policy, so Barack Obama lacks the authority to defer the deportation of young illegal immigrants.",1,LIAR
Wendy Davis has already taken more $ from teacher unions than the past 3 Democrat gubernatorial candidates combined.,0,LIAR
"The James Hotel in Chicago looks nice on the website, but looks can be deceiving! The employees are extremely rude and the rooms are disgusting. I would definitely advise against staying there.
",1,Spam
"Shes voted for 60 tax increases, hurting the middle class and small businesses.",0,LIAR
"A lawyer demanded several Houston pastors hand over to the city government many of their private papers, including their sermons.",1,LIAR
"Thats legal: If you find out about somebody elses salary even if youre doing exactly the same job, you can be retaliated against, including being fired, in most places.",0,LIAR
"The stimulus bill includes ""$300,000 for a sculpture garden in Miami.""",0,LIAR
"My husband and I had a wonderful time at Swissotel Chicago, when my husband went for a trade fair. We got a classic double room for two nights and it was definitely worth the money. Clean and comfortable, chic and new fixtures. The view of the pier was magnificent. Staff were most helpful and prompt when we requested extra towels and pillow. It's right next to riverside restaurants and river is very pretty.
",1,Spam
"Medical-grade marijuana alonewill not get that patient high, no matter what level of THC, CBD or any other compound is found in the plant.",0,LIAR
"Were seeing now 30 straight months of private-sector job growth, 4.6 million jobs created.",1,LIAR
"Americans will spend more on taxes in 2015 than on food, clothing and housing combined.",1,LIAR
"Says cuts by Gov. Rick Perrys administration left 12,000 teachers without a job.",1,LIAR
This years state budget and my spending proposal for Fiscal Year 2016 represent an infusion of more than $1 billion in additional money for K-12 education.,1,LIAR
"If you tried to pay out $1 trillion by handing it out at $1 per second, it would take more than 31,000 years.",1,LIAR
"The Atlanta streetcar is expected to create 930 jobs during construction, totaling more than 5,600 jobs over the next 20 years.",0,LIAR
Opponent Glenn Hegar expressed pride in legislated cuts to public school funding.,1,LIAR
One state even spent a million bucks to put up signs that advertise that they were spending on the federal stimulus projects.,1,LIAR
"This girl in the group that I’m in, she’s actually awful. Um, she looks down on every single person around her and she makes my housemate cry almost every other day because of the horrible things that she says to her. And even the advisors and, like, the teachers who support our group know that there’s an issue with, like, respect there because, uh, she doesn’t respect any of us. And I’m on the exec board in the group and, um, she’s the leader of it and literally no one, no one respects anything she does and she doesn’t respect us either. And she doesn’t like any of the new members.",1,MU3D
Says Donald Trump mocked someone with a disability.,1,LIAR
Steve Santarsiero wrote PAs Gun Safety Law.,0,LIAR
The United States has one of the highest corporate tax rates in the world.,1,LIAR
"On whether he would vote for the budget proposed by Rep. Paul Ryan, R-Wis.",0,LIAR
"My wife and I stayed at the allegro this weekend while I was on a business trip. I was very impressed with their hospitality and my wife very much(maybe too much) enjoyed the in-house spa. Rooms service was a bit slow but, overall great hotel would stay again. 
",1,Spam
"A bunch of us got together and we had a great time in this hotel we asked for limes and they gave us like a punch bowl of them the rooms were so awesome you really have to see it to believe how extradionary this hotel is i love the decorations on every floor and being surrounded by such elegance. Will definitely stay here again 
",1,Spam
The proposed transportation tax plan revokes a tax-credit for consumers electric cars while the state retains similar credits for similar vehicles for businesses.,1,LIAR
We spend three times more on entitlements and debt services than we do on defense.,1,LIAR
Says Gov. Scott Walker has caused Wisconsin to lose more jobs than any other state in the country.,1,LIAR
"My husband and I stayed here at the Hard Rock Hotel in Chicago a few months back. I wasn't particularly impressed with their customer service. When we arrived to check in, the front desk clerk was quite rude and unfriendly. She was short with me when I asked her about the city's attractions and things to do. Our room wasn't all that great either. It was rather small and had a weird smell to it. I won't be staying here again.
",1,Spam
"Hillary Clinton ""agreed with (John McCain) on voting for the war in Iraq.""",1,LIAR
HIV/AIDS among women is skyrocketing in Austin.,0,LIAR
A foreclosure tax that would take effect in 2013 could mean a high tax bill for those facing foreclosure and millions of families who modified their mortgage or had a short sale through their lender.,1,LIAR
Some billionaires have a tax rate as low as 1 percent.,0,LIAR
"Since 9/11, right-wing extremists (incl anti-abortion, anti-gov) have killed more Americans than Islamic extremists.",1,LIAR
David Dewhurst has never once cut one penny from the state budget.,0,LIAR
The first installment of health care reform ... will raise the deficit by $250 billion.,1,LIAR
"Ive created over 40,000 jobs.",0,LIAR
Prince William County has cut violent crime in half since instituting a crackdown on illegal immigration.,0,LIAR
A filibuster has never really been successfully used against a Supreme Court justice.,0,LIAR
Rep. Adam Putnam was silent when Rush Limbaugh called Sonia Sotomayor a racist.,0,LIAR
ISIS is in 32 countries.,1,LIAR
"We bring in enough tax revenue to service our debt, pay for Medicare and Medicaid and Social Security, and then still have about $300 (billion) or $400 billion left over.",1,LIAR
"This person is very inconsiderate and inconsistent. They will claim that you can reach out to them and then you can’t, and then they will also be unprofessional in a professional setting. They will not be honest, they have no integrity, they don’t follow up. They never put themselves in another person’s shoes. They don’t care about how their actions affect other people. They’re selfish, and they just do not put any care into other people, everything’s about them",1,MU3D
Says Marco Rubio wrote and passed bipartisan legislation allowing the VA to fire negligent workers.,1,LIAR
"Check-in was fast, the room was perfect, and there were no problems. This is a standard big-city business hotel with every amenity imaginable. I got a very good deal for a one-night stay, but they made the money back from the exorbitant parking rate and the absurd access fee for wireless internet. If you are bored of the routine hotel fare, walk two blocks to Gourmet Pantry (155 N. Michigan) for a refreshing change. 
",1,Spam
Half of all NC legislative candidates are unopposed because of gerrymandering.,1,LIAR
